Code,activity value required?,data category,ert valid,last inventory year,last updated date,map to,option group,option set,scc level four,scc level one,scc level three,scc level two,sector,short name,status,tier 1 code,tier 1 description,tier 2 code,tier 2 description,tier 3 code,tier 3 description,usage notes
40200922,No,Point,Yes,,3/4/2016,,,,Toluene,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200923,No,Point,Yes,,3/4/2016,,,,Varsol,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200924,No,Point,Yes,,3/4/2016,,,,Xylene,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200925,No,Point,Yes,,3/4/2016,,,,Benzene,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200926,No,Point,Yes,,3/4/2016,,,,Turpentine,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200927,No,Point,Yes,,3/4/2016,,,,Hexylene Glycol,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200928,No,Point,Yes,,3/4/2016,,,,Ethylene Oxide,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200929,No,Point,Yes,,3/4/2016,,,,"1,1,1-Trichloroethane (Methyl Chloroform)",Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200930,No,Point,Yes,,3/4/2016,,,,Methylene Chloride,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40200931,No,Point,Yes,,3/4/2016,,,,Perchloroethylene,Chemical Evaporation,Thinning Solvents - General,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,26,Thinning Solvents,
40201001,No,Point,Yes,,3/4/2016,,,,Natural Gas,Chemical Evaporation,Coating Oven Heater,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,2,Fuel Comb. Industrial,3,Gas,1,Natural,
40201002,No,Point,Yes,,3/4/2016,,,,Distillate Oil,Chemical Evaporation,Coating Oven Heater,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,2,Fuel Comb. Industrial,2,Oil,2,Distillate,
40201003,No,Point,Yes,,3/4/2016,,,,Residual Oil,Chemical Evaporation,Coating Oven Heater,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,2,Fuel Comb. Industrial,2,Oil,1,Residual,
40201004,No,Point,Yes,,3/4/2016,,,,Liquified Petroleum Gas (LPG),Chemical Evaporation,Coating Oven Heater,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,2,Fuel Comb. Industrial,4,Other,99,Other,
40201101,No,Point,Yes,,3/4/2016,,,,Coating Operation (Also See Specific Coating Method Codes 4-02-04X),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201103,No,Point,Yes,,3/4/2016,,,,Coating Mixing (Also See Specific Coating Method Codes 4-02-04X),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201104,No,Point,Yes,,3/4/2016,,,,Coating Storage (Also See Specific Coating Method Codes 4-02-04X),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40201105,No,Point,Yes,,3/4/2016,,,,Equipment Cleanup:Fabric Coating(Also Spec Coat Method Codes 4-02-04X),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201112,No,Point,Yes,,3/4/2016,,,,Fabric Printing: Roller (Also See New Codes Under 4-02-040-XX),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201114,No,Point,Yes,,3/4/2016,,,,Fabric Printing: Rotary Screen (Also See New Codes Under 4-02-040-XX),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201116,No,Point,Yes,,3/4/2016,,,,Fabric Printing: Flat Screen (Also See New Codes Under 4-02-040-XX),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201121,No,Point,Yes,,3/4/2016,,,,Fabric Print:Dryer: Steam Coil (Also See New Codes Under 4-02-040-XX),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201122,No,Point,Yes,,3/4/2016,,,,Fabric Print:Dryer: Fuel-fired (Also See New Codes Under 4-02-040- XX),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201197,No,Point,Yes,,3/4/2016,,,,Misc. Fugitives (Also New Codes 4-02-040-XX),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201199,No,Point,Yes,,3/4/2016,,,,Other Not Classified (Also See New Codes Under 4-02-040-XX),Chemical Evaporation,Fabric Coating/Printing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201201,No,Point,Yes,,3/4/2016,,,,Dye Application: General (Also See New Codes Under 4-02-060-XX),Chemical Evaporation,Fabric Dyeing,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,2,Fabrics,
40201301,No,Point,Yes,,3/4/2016,,,,Coating Operation,Chemical Evaporation,Paper Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,3,Paper,
40201303,No,Point,Yes,,3/4/2016,,,,Coating Mixing,Chemical Evaporation,Paper Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,3,Paper,
40201304,No,Point,Yes,,3/4/2016,,,,Coating Storage,Chemical Evaporation,Paper Coating,Surface Coating Operations,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40201305,No,Point,Yes,,3/4/2016,,,,Equipment Cleanup,Chemical Evaporation,Paper Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,3,Paper,
40201310,No,Point,Yes,,3/4/2016,,,,Coating Application: Knife Coater,Chemical Evaporation,Paper Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,3,Paper,
40201320,No,Point,Yes,,3/4/2016,,,,Coating Application: Reverse Roll Coater,Chemical Evaporation,Paper Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,3,Paper,
40201330,No,Point,Yes,,3/4/2016,,,,Coating Application: Rotogravure Printer,Chemical Evaporation,Paper Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,3,Paper,
40201399,No,Point,Yes,,3/4/2016,,,,Other Not Classified,Chemical Evaporation,Paper Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,3,Paper,
40201401,No,Point,Yes,,3/4/2016,,,,Prime Coating Operation,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201402,No,Point,Yes,,3/4/2016,,,,Cleaning/Pretreatment,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201403,No,Point,Yes,,3/4/2016,,,,Coating Mixing,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201404,No,Point,Yes,,3/4/2016,,,,Coating Storage,Chemical Evaporation,Large Appliances,Surface Coating Operations,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40201405,No,Point,Yes,,3/4/2016,,,,Equipment Cleanup,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201406,No,Point,Yes,,3/4/2016,,,,Topcoat Spray,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201410,No,Point,Yes,,3/4/2016,,,,Prime Coat Flashoff,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201411,No,Point,Yes,,3/4/2016,,,,Topcoat Flashoff,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201431,No,Point,Yes,,3/4/2016,,,,Coating Line: General,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201432,No,Point,Yes,,3/4/2016,,,,Prime Air Spray,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201433,No,Point,Yes,,3/4/2016,,,,Prime Electrostatic Spray,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201434,No,Point,Yes,,3/4/2016,,,,Prime Flow Coat,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201435,No,Point,Yes,,3/4/2016,,,,Prime Dip Coat,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201436,No,Point,Yes,,3/4/2016,,,,Prime Electro-deposition,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201437,No,Point,Yes,,3/4/2016,,,,Top Air Spray,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201438,No,Point,Yes,,3/4/2016,,,,Top Electrostatic Spray,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201499,No,Point,Yes,,3/4/2016,,,,Other Not Classified,Chemical Evaporation,Large Appliances,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,4,Large Appliances,
40201501,No,Point,Yes,,3/4/2016,,,,Coating/Application/Curing,Chemical Evaporation,Magnet Wire Surface Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,5,Magnet Wire,
40201502,No,Point,Yes,,3/4/2016,,,,Cleaning/Pretreatment,Chemical Evaporation,Magnet Wire Surface Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,5,Magnet Wire,
40201503,No,Point,Yes,,3/4/2016,,,,Coating Mixing,Chemical Evaporation,Magnet Wire Surface Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,5,Magnet Wire,
40201504,No,Point,Yes,,3/4/2016,,,,Coating Storage,Chemical Evaporation,Magnet Wire Surface Coating,Surface Coating Operations,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40201505,No,Point,Yes,,3/4/2016,,,,Equipment Cleanup,Chemical Evaporation,Magnet Wire Surface Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,5,Magnet Wire,
40201531,No,Point,Yes,,3/4/2016,,,,Coating Line: General,Chemical Evaporation,Magnet Wire Surface Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,5,Magnet Wire,
40201599,No,Point,Yes,,3/4/2016,,,,Other Not Classified,Chemical Evaporation,Magnet Wire Surface Coating,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,5,Magnet Wire,
40201601,No,Point,Yes,,3/4/2016,,,,Prime Application/Electo-deposition/Dip/Spray,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201602,No,Point,Yes,,3/4/2016,,,,Cleaning/Pretreatment,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201603,No,Point,Yes,,3/4/2016,,,,Coating Mixing,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201604,No,Point,Yes,,3/4/2016,,,,Coating Storage,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Industrial Processes - Storage and Transfer,,Active,9,Storage & Transport,7,Organic Chemical Storage,99,Other,
40201605,No,Point,Yes,,3/4/2016,,,,Equipment Cleanup,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201606,No,Point,Yes,,3/4/2016,,,,Topcoat Operation,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201607,No,Point,Yes,,3/4/2016,,,,Sealers,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201608,No,Point,Yes,,3/4/2016,,,,Deadeners,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201609,No,Point,Yes,,3/4/2016,,,,Anti-corrosion Priming,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201619,No,Point,Yes,,3/4/2016,,,,Prime Surfacing Operation,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201620,No,Point,Yes,,3/4/2016,,,,Repair Topcoat Application Area,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201621,No,Point,Yes,,3/4/2016,,,,Prime Coating: Solvent-borne - Automobiles,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201622,No,Point,Yes,,3/4/2016,,,,Prime Coating: Electro-deposition - Automobiles,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201623,No,Point,Yes,,3/4/2016,,,,Guide Coating: Solvent-borne - Automobiles,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
40201624,No,Point,Yes,,3/4/2016,,,,Guide Coating: Water-borne - Automobiles,Chemical Evaporation,Automobiles and Light Trucks,Surface Coating Operations,Solvent - Industrial Surface Coating & Solvent Use,,Active,8,Solvent Utilization,4,Surface Coating,6,Autos & Light Trucks,
